"","Malasseziomycetes","Pucciniomycetes","Leotiomycetes","Microbotryomycetes","Pneumocystidomycetes","Ustilaginomycetes","Eurotiomycetes","Mucoromycetes","Tremellomycetes","Saccharomycetes","Sordariomycetes","Pezizomycetes","Exobasidiomycetes","Agaricomycetes","Dothideomycetes","diversity"
"F1563",0.278814394939464,0,0,0,0,0,0.160253888885895,0,0,0,0.0588384260182227,0,0,0.0608913051677596,0.441201984988658,5
"F1564",0.261039543677498,0,0.214638210600526,0.127795936678844,0,0,0,0.108632955200923,0,0,0,0,0,0,0.28789335384221,5
"F1565",0.15146534237952,0,0,0.0694201580751207,0,0,0,0,0,0.0700846331398195,0.0585437504371546,0,0,0,0.650486115968385,5
"F1566",0,0,0,0.297618731582999,0,0,0.116275982903714,0,0,0.300565451697682,0,0,0,0,0.285539833815604,4
"F1573",0.0524566473988439,0.199293513166346,0.0640976236351959,0.0783558124598587,0,0,0.126284521515735,0,0,0.287989723827874,0.101188182402055,0,0,0,0.0903339755940912,8
"F1574",0.0618032557488689,0,0,0.0542469331591959,0,0,0.495778721022436,0,0.0574886888380988,0,0.154671393255282,0,0,0,0.176011007976118,6
"F1575",0,0,0.275651314977158,0.302753426348932,0,0,0,0,0,0,0,0,0,0.117792320039511,0.303802938634399,4
"F1576",0,0,0,0,0,0,0.161939649590202,0,0.312612162587186,0.182623818245731,0.104234889271244,0,0,0,0.238589480305637,5
"F1577",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"F1578",0.44931257246977,0,0,0,0,0,0.195626967036608,0,0.127857379493126,0.106054331621666,0,0,0,0.121148749378831,0,5
"F1579",0.298506637168142,0,0,0,0,0,0.242699115044248,0,0,0,0,0,0,0.21554203539823,0.243252212389381,4
"F1580",0.603306896088184,0,0,0.0601693776045167,0,0,0.0766500873773357,0,0,0,0.0754402473450733,0,0,0.0665143164403818,0.117919075144509,6
"F1581",0.393097517818458,0,0,0,0,0,0.272064295282036,0,0,0.0962940913826462,0,0,0,0,0.238544095516859,4
"F1582",0.0610108852858339,0,0,0,0,0,0.680901271218695,0,0,0,0,0,0,0,0.258087843495471,3
"F1583",0.473836725177364,0,0,0,0,0,0,0,0,0.526163274822636,0,0,0,0,0,2
"F1585",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"F1586",0.219067630961689,0,0,0,0,0,0,0,0,0.134284597341673,0.140881548084441,0,0,0.160721266614543,0.345044956997654,5
