"","Malasseziomycetes","Pucciniomycetes","Leotiomycetes","Microbotryomycetes","Pneumocystidomycetes","Ustilaginomycetes","Eurotiomycetes","Mucoromycetes","Tremellomycetes","Saccharomycetes","Sordariomycetes","Pezizomycetes","Exobasidiomycetes","Agaricomycetes","Dothideomycetes","diversity"
"F1644",0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,3
"F1819",1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3
"F1820",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"F1821",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"F1822",1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3
"F1824",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"F1628",1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,5
"F1646",1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,4
"F1826",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"F1827",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"F1829",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
"F1830",1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,4
"F1647",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"F1654",1,0,0,0,0,1,1,0,0,0,1,0,0,1,1,6
"F1630",1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,4
"F1631",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
"F1632",1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,4
