"","Dothideales","Eremomycetales","Mycosphaerellales","Fungi_Ascomycota_Dothideomycetes_other","Pleosporales","Venturiales","Chaetothyriales","Eurotiales","Onygenales","Helotiales","Orbiliales","Fungi_Ascomycota_other_other","Pneumocystidales","Saccharomycetales","Schizosaccharomycetales","Glomerellales","Hypocreales","Magnaporthales","Microascales","Ophiostomatales","Sordariales","Togniniales","Xylariales","Xylonales","Agaricales","Boletales","Corticiales","Gloeophyllales","Polyporales","Russulales","Entylomatales","Georgefischeriales","Microstromatales","Malasseziales","Sporidiobolales","Pucciniales","Tremellales","Trichosporonales","Ustilaginales","Wallemiales","Fungi_Microsporidia_other_other","Glomerales","Mucorales"
"13767.58cfa837e4b0c9d6adf6fdbe",0,0,0,0,0,0,0,10,2,0,0,0,0,2,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"13767.58cfa837e4b0c9d6adf6fe12",0,0,0,0,0,0,0,29,3,0,0,0,0,8,1,0,5,9,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"13767.58cfa837e4b0c9d6adf6fd70",0,0,0,0,0,0,0,16,4,0,0,0,0,4,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"13767.58cfa837e4b0c9d6adf6fdb8",0,0,0,0,0,0,0,15,9,0,0,0,0,3,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
"13767.58cfa837e4b0c9d6adf6fdac",0,0,0,0,0,0,0,11,2,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"13767.58cfa837e4b0c9d6adf6fddd",0,0,0,0,0,0,0,17,2,0,0,0,0,6,0,0,1,7,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0
"13767.58cfa837e4b0c9d6adf6fe4c",0,0,0,0,0,0,0,14,3,0,0,0,0,2,0,0,1,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0
"13767.58cfa837e4b0c9d6adf6fcfb",0,0,0,0,0,0,0,9,2,0,0,0,0,3,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"13767.58cfa837e4b0c9d6adf6fe32",0,0,0,0,0,0,0,42,8,0,0,0,0,9,0,0,6,11,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
"13767.58cfa837e4b0c9d6adf6fcfe",0,0,0,0,0,0,0,14,2,0,0,0,0,4,0,0,1,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0
"13767.58cfa837e4b0c9d6adf6fd79",0,0,0,0,0,0,0,9,4,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"13767.58cfa837e4b0c9d6adf6fda6",0,0,0,0,0,0,0,11,2,0,0,0,0,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13767.58cfa837e4b0c9d6adf6fd48",0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"13767.58cfa837e4b0c9d6adf6fdc2",0,0,0,0,0,0,0,7,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"13767.58cfa837e4b0c9d6adf6fd16",0,0,0,0,0,0,0,10,3,0,0,0,0,3,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"13767.58cfa837e4b0c9d6adf6fdc0",0,0,0,0,0,0,0,20,5,0,0,0,0,6,0,0,2,7,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,2,0
"13767.58cfa837e4b0c9d6adf6fd4a",0,0,0,0,0,0,0,13,2,0,0,0,0,3,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"13767.58cfa837e4b0c9d6adf6fd72",0,0,0,0,0,0,1,9,1,0,0,0,0,3,0,0,1,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"13767.58cfa837e4b0c9d6adf6fe60",0,0,0,0,0,0,0,20,3,0,0,0,0,3,0,0,1,7,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
"13767.58cfa837e4b0c9d6adf6fdf2",0,0,0,0,0,0,0,6,1,0,0,0,0,1,0,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"13767.58cfa837e4b0c9d6adf6fd1b",0,0,0,0,0,0,0,11,3,0,0,0,0,2,0,0,1,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"13767.58cfa837e4b0c9d6adf6fd6c",0,0,0,0,0,0,0,12,1,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
