"","Saccotheciaceae","Eremomycetaceae","Mycosphaerellaceae","Teratosphaeriaceae","Fungi_Ascomycota_Dothideomycetes_other_other","Didymellaceae","Leptosphaeriaceae","Phaeosphaeriaceae","Pleosporaceae","Sympoventuriaceae","Cyphellophoraceae","Herpotrichiellaceae","Aspergillaceae","Thermoascaceae","Trichocomaceae","Ajellomycetaceae","Arthrodermataceae","Onygenaceae","Fungi_Ascomycota_Eurotiomycetes_Onygenales_other","Helotiaceae","Fungi_Ascomycota_Leotiomycetes_Helotiales_other","Sclerotiniaceae","Orbiliaceae","Fungi_Ascomycota_other_other_other","Pneumocystidaceae","Ascoideaceae","Debaryomycetaceae","Dipodascaceae","Metschnikowiaceae","Fungi_Ascomycota_Saccharomycetes_Saccharomycetales_other","Phaffomycetaceae","Pichiaceae","Saccharomycetaceae","Trichomonascaceae","Schizosaccharomycetaceae","Glomerellaceae","Plectosphaerellaceae","Clavicipitaceae","Cordycipitaceae","Hypocreaceae","Nectriaceae","Ophiocordycipitaceae","Pyriculariaceae","Microascaceae","Ophiostomataceae","Chaetomiaceae","Sordariaceae","Togniniaceae","Sporocadaceae","Xylonaceae","Agaricaceae","Psathyrellaceae","Schizophyllaceae","Coniophoraceae","Serpulaceae","Punctulariaceae","Gloeophyllaceae","Polyporaceae","Bondarzewiaceae","Stereaceae","Fungi_Basidiomycota_Exobasidiomycetes_Entylomatales_other","Tilletiariaceae","Fungi_Basidiomycota_Exobasidiomycetes_Microstromatales_other","Malasseziaceae","Sporidiobolaceae","Pucciniaceae","Cryptococcaceae","Cuniculitremaceae","Tremellaceae","Trichosporonaceae","Ustilaginaceae","Wallemiaceae","Nosematidae","Fungi_Microsporidia_other_other_other","Unikaryonidae","Glomeraceae","Phycomycetaceae","Rhizopodaceae"
"13722.58cfa831e4b0c9d6adf6c483",0,0,1,1,0,0,0,5,0,0,0,2,6,0,330,0,0,0,0,0,0,2,0,1,0,0,74,4,18,1,18,7,76809,9,0,0,0,0,0,0,11,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7297,0,1,0,0,0,0,23,0,0,0,0,0,0,0
"13722.58cfa831e4b0c9d6adf6c736",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,12,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3572,0,0,2,0,0,0,15,0,0,0,0,0,0,0
"13722.58cfa830e4b0c9d6adf6c2d1",0,2,5,2,0,0,8,21,930,5,0,16,256,5,1014,10,2,0,13,0,0,13,14,2,0,1,224,5,53,5,32,29,227007,31,0,8,2,9,0,18,123,0,9,0,0,15,25,0,1,14,0,0,0,0,0,1,0,0,0,2,1,0,0,8324,2,21,2,1,3,0,21,2,0,0,0,1,2,3
"13722.58cfa831e4b0c9d6adf6c862",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2770,0,0,2,0,0,0,15,0,0,0,0,0,0,0
"13722.58cfa82fe4b0c9d6adf6b92c",0,0,0,0,0,0,1,6,0,0,0,1,2,0,474,0,0,0,0,0,0,0,0,1,0,0,93,2,17,1,113,9,103706,12,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2524,0,0,1,0,0,0,11,0,0,0,0,0,0,0
"13722.58cfa830e4b0c9d6adf6baa0",0,0,0,1,0,0,1,17,4,0,0,1,8,0,1141,0,0,1,0,0,0,1,0,2,0,0,236,10,49,4,46,32,259717,30,0,1,0,0,0,0,6,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3598,2,0,1,0,0,0,20,0,0,0,0,0,0,0
"13722.58cfa830e4b0c9d6adf6bbbe",0,0,0,1,0,0,53,9,4,0,0,2,68,0,829,0,0,0,0,0,0,0,0,1,0,0,161,4,36,6,58,16,181554,20,0,0,0,7,0,0,4,0,13,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2921,1,0,0,0,0,0,15,0,0,0,0,12,0,0
"13722.58cfa830e4b0c9d6adf6bcba",0,0,0,1,0,0,2,6,2,0,0,0,3,0,429,0,0,0,0,0,0,0,0,1,0,0,87,4,18,1,14,11,94808,9,0,0,0,0,0,0,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3270,1,0,2,0,0,0,13,0,0,0,0,0,0,0
"13722.58cfa830e4b0c9d6adf6bcbd",0,0,0,1,1,0,1,15,0,0,0,1,3,0,1027,0,0,0,0,0,0,2,0,1,0,0,202,6,43,3,35,20,239142,27,1,0,0,1,0,0,7,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,4573,1,0,2,0,0,0,16,0,0,0,0,0,0,0
"13722.58cfa830e4b0c9d6adf6bdf1",0,0,0,2,0,0,2,12,0,0,0,1,22,0,710,0,0,0,0,0,0,0,0,1,0,0,143,5,25,2,29,15,160607,18,0,1,0,0,0,0,8,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,6768,1,0,0,0,0,0,16,0,0,0,0,0,0,0
